ja,en
今週にレッスンさせてください！,Please let me do a dance lesson this week!
なんだか今日は体が軽かったような気がします！\r\nコツを掴めてきたんですかねっ？,"My body felt sort of light today!
Maybe I'm getting the hang of it?"
プロデューサーさんがレッスン入れてくれたおかげです！\r\nありがとうございました！,"It's thanks to you putting me in this lesson!
Thank you!"
うう……ダンスレッスンしたかったです……,Aw... I wanted to do a dance lesson...
でも、しょうがないですよね！\r\nまた、次の機会にお願いしますっ,"But, it can't be helped!
Please let me do it next time we have the chance."
私、もっときれいになりたいです！\r\n……その、目立った個性もないですし……,"I want to get prettier!
...Um, and there's nothing that stands out about me..."
ビジュアルレッスン、\r\n今週にやらせてもらってもいいですかっ？,Is it okay if you let me do a visual lesson this week?
ビジュアルレッスンの成果、出てますかね？\r\n新しいチョコアイドル、誕生したんじゃないでしょうか！？,"The results of my visual lesson are showing, right?
Has a new chocolate idol been born?!"
私、もっと頑張りますね、プロデューサーさん！,"I'm going to work harder, Producer-san!"
本当は、レッスン受けられたら良かったんですけど……\r\nうっかり忘れちゃう時もありますよねっ,"I really would've been happy if you put me in a lesson...
but sometimes people accidentally forget things."
でも、次はちゃんと予定入れておいてくださいね？\r\n約束ですよ、プロデューサーさん,"But next time, please put it in your schedule
properly, okay? It's a promise, Producer-san."
すみません、プロデューサーさん……\r\nそろそろ新しいチョコのネタを仕入れたくて……,"Excuse me, Producer-san... I want to get more info
on new chocolates sometime soon..."
今週にお休みをいただけませんか……？,Is it alright if I take time off this week...?
えへへ、チョコもたっぷり食べて\r\nばっちりリフレッシュしちゃいました,"Ehehe, I ate plenty of chocolate and now I'm totally
refreshed."
おかげ様で、元気100倍です！,"Thanks to you, I have a hundred times more energy!"
ああっ……！　私のチョコ……ケーキ……スイーツ……\r\n食べられるはずだったお菓子たち……！,"Ah...! My chocolates... cake... sweets... the candy
I should've been able to eat...!"
プロデューサーさん、お願いです……！\r\n今度は必ず時間、取っておいてください……！,"Producer-san, please...!
Please make sure to give me time next time...!"
一週間後にボーカルレッスンを\r\nやらせてください！,Please let me do a vocal lesson next week!
一週間後にレッスンさせてください！,Please let me do a dance lesson next week!
ビジュアルレッスン、\r\n一週間後にやらせてもらってもいいですかっ？,Is it okay if you let me do a visual lesson next week?
一週間後にお休みをいただけませんか……？,Is it alright if I take time off next week...?
二週間後にボーカルレッスンを\r\nやらせてください！,Please let me do a vocal lesson in two weeks!
二週間後にレッスンさせてください！,Please let me do a dance lesson in two weeks!
ビジュアルレッスン、\r\n二週間後にやらせてもらってもいいですかっ？,Is it okay if you let me do a visual lesson in two weeks?
二週間後にお休みをいただけませんか……？,Is it alright if I take time off in two weeks...?
なあ、プロデュ－サ－\r\nこの間の新曲、まだうまく歌えね－んだよ,"Hey, Producer.
I'm having trouble with the new song."
今週にボ－カルレッスンしてもいいだろ？,Can I have a vocal lesson this week?
本当かっ！\r\n約束、絶対だかんな！,"Really!?
Then it's a promise!"
ちぇ、仕方ね－な……\r\n……わかったよ,"Tch, ok then...
I understand."
流石に喉カラッカラだぜ\r\nでも、お陰でいい感じに歌えるようになった,"I really sang myself hoarse this time.
But thanks to that, I think I can nail the song now."
ありがとな、プロデュ－サ－,"Thanks, Producer."
なぁ、アンタ\r\nアタシとの約束忘れてね－か？,"Hey, you forgot about our promise, didn't you?"
ボ－カルレッスン、次は頼むぜ,Please remember the vocal lesson next time.
あんま集中できなかった……,I couldn't focus at all...
すまね－な\r\n折角予定組んでくれたのに……,"Sorry...
I made you go through all that trouble too..."
アタシのソロパ－トで、\r\nもう少し確認して－動きがあるんだよな……,There's a move in my solo part that I want to review...
今週にダンスレッスン頼めね－か？,Can I ask for a dance lesson this week?
納得いくまでレッスン出来たおかげで、\r\nダンスにキレが出てきた気がするぜ,"I got to practice until I was happy with it so I think
I've finished honing my moves for that dance."
予定組んでくれてありがとな、プロデュ－サ－,"Thanks for scheduling, Producer."
ダンスレッスンの予定、\r\n組んでくれるんじゃなかったのかよ？,Weren't you supposed to schedule a dance lesson?
ったく、今度は頼むぜ,"Ugh, please remember next time."
アイドルらしい化粧の仕方ってのが、\r\nどうも苦手でな……,I'm not good at doing idol-like makeup at all...
今週にビジュアルレッスン頼みて－んだけど……\r\nいいか？,"I want to ask for a visual lesson this week...
Is that okay?"
アイドルらしい化粧ってのは、やっぱ難しいな……\r\nけど、コツは掴んだぜ！,"Doing idol-like makeup is so difficult...
But I'm getting the knack of it!"
サンキュ－な、プロデュ－サ－,"Thank you, Producer."
ビジュアルレッスンの約束はどうした？,What happened to the promise for a visual lesson?
いいのかよ？\r\nこのままじゃ、いつまでたっても上達できね－ぞ,"You're fine with this?
I'm never improving at this rate."
今週に好きなチ－ムの試合があるんだけどよ……,My favorite team has a game this week...
そん時だけ、休み貰えね－か？,"Can I take some time off, just this once?"
いや－、久々にテンション上がったぜ！\r\n最高にアツい試合だった！,"Wow, I haven't felt this fired up in a long time!
What an incredible match!"
アンタのお陰でいい休日になったよ\r\nサンキューな、プロデューサー,"I had a great day off thanks to your help.
Thank you, Producer."
今日の試合、楽しみにしてたんだけどな……,I was really looking forward to the game today...
ま、仕方ね－よな……,"Oh well, whatever, I guess..."
一週間後にボ－カルレッスンしてもいいだろ？,Can I have a vocal lesson next week?
一週間後にダンスレッスン頼めね－か？,Can I ask for a dance lesson next week?
一週間後にビジュアルレッスン頼みて－んだけど……\r\nいいか？,"I want to ask for a visual lesson next week...
Is that cool?"
一週間後に好きなチ－ムの試合があるんだけどよ……,My favorite team has a game next week...
二週間後にボ－カルレッスンしてもいいだろ？,Can I have a vocal lesson two weeks from now?
二週間後にダンスレッスン頼めね－か？,Can I ask for a dance lesson two weeks from now?
二週間後にビジュアルレッスン頼みて－んだけど……\r\nいいか？,"I want to ask for a visual lesson two weeks from
now... is that okay?"
二週間後に好きなチ－ムの試合があるんだけどよ……,My favorite team has a game two weeks from now...
プロデューサーさま……,Producer-sama......
高音が……安定しないのです\r\n今週、レッスンを、お願い、したいのですが……,"My pitch is off...
May I... have a lesson this week...?"
凛世を、お気遣いくださり……\r\nありがとう、ございます。プロデューサーさま……,"Thank you... for being considerate... towards Rinze...
Producer-sama..."
……お手を、煩わせてしまい\r\n申し訳、ございませんでした,"...I must have... bothered you.
I apologize..."
効果が出たように……思われます,I believe... it seems to have worked...
少々……自信が、つきました\r\nプロデューサーさま、ありがとう、ございます,"I have gained... some confidence...
Producer-sama, thank you... very much..."
何か、お考えが、あったのですね……,I see you had... a different idea...
プロデューサーさまは、お忙しい身\r\nこの凛世、わがままは、申しません,"Producer-sama must be busy.
I apologize... for my selfishness..."
成果のほどは……\r\nあまり芳しくは、ございませんでした,"The outcome...
Turned out... to not be favorable."
至らぬ凛世を、お許しください……,Please excuse... Rinze's inadequacy...
プロデューサーさま\r\n凛世の舞は……いかがでしょう……,"Producer-sama, my dancing... what do you think...?"
お気に召すよう、舞いたいのです……\r\n今週、レッスンを、いたしたく思います,"I hope you liked it...
Would it be fine, if I took a dance lesson this week...?"
要領が、つかめて参りました……,I think I am getting used to it...
舞うのが……楽しいのです,Dancing... It is quite fun...
本日は、舞のレッスンが……,"Today, I had a dance lesson..."
いえ……\r\n何でも……ないのです,"No...
It is... nothing..."
装いには、心の姿が……現れます……,"In one's adornment, the condition of the heart...
is embodied..."
プロデューサーさま、お化粧のレッスンを\r\n今週にしておきたいのですが……,"Producer-sama, this week... could I have a visual
lesson..."
よきご指導を……頂くことが、できました\r\nありがとう、ございます……,"To have accepted... your guidance...
Thank you, very much..."
この姿……貴方さまには、\r\n見目よく、映っておりましょうか,"This appearance... to you, is it a good one...?"
お化粧の、レッスン日……,A visual lesson day...
きっと、お忙しかったのですね……\r\nプロデューサーさまの、お身体が……心配です,"I am certain you were busy...
Producer-sama, I worry... for your health..."
少しばかり、無理を、いたしました……,Perhaps it was a bit... unreasonable...
今週に、お休みを頂戴できますでしょうか……,This week... Could I ask... to take a break...?
疲れを癒すことが、できました\r\nありがとう、ございます……,"I was able... to heal my fatigue...
Thank you very much..."
凛世はもう、大事ございません,Rinze is... no longer important...
……！\r\n申し訳ございません……少々、疲労が……,"...!
I humbly apologize... I am a bit exhausted..."
これも、試練、なのですね……,"This too, is perhaps a test..."
高音が……安定しないのです\r\n一週間後、レッスンを、お願い、したいのですが……,"My high notes... are unstable...
In one week, may I... have a vocal lesson...?"
お気に召すよう、舞いたいのです……\r\n一週間後、レッスンを、いたしたく思います,"I would like to dance... in the way you prefer...
Do you think... I could have a dance lesson... in one
week?"
プロデューサーさま、お化粧のレッスンを\r\n一週間後にしておきたいのですが……,"Producer-sama, next week...
Could I have a visual lesson..."
一週間後に、お休みを頂戴できますでしょうか……,Could I possibly... rest in one week...?
高音が……安定しないのです\r\n二週間後、レッスンを、お願い、したいのですが……,"My high notes... are unstable...
In two weeks, may I... have a vocal lesson...?"
お気に召すよう、舞いたいのです……\r\n二週間後、レッスンを、いたしたく思います,"I would like to dance... in the way you prefer...
Do you think... I could have a lesson... in two weeks?"
プロデューサーさま、お化粧のレッスンを\r\n二週間後にしておきたいのですが……,"Producer-sama, in two weeks...
Could I have a visual lesson..."
二週間後に、お休みを頂戴できますでしょうか……,Would you kindly... allow me to rest in two weeks...?
プロデューサー、\r\nもっと歌の技術を磨きたいわ,"Producer, I'd like to polish my singing technique
further."
今週はボーカルレッスンをしましょう！,Let's have a vocal lesson this week!
それでこそよ、プロデューサー！,"Attaboy, Producer!"
そう……仕方がないわね,I see... I guess it can't be helped.
ふぅ……けっこう歌えたわね,Phew... I sang quite a lot.
発声がよくなった感じがするわ\r\n約束、守ってくれて嬉しいわ,"It feels like my vocalization's improved.
I'm happy you kept your promise."
やっぱり歌の技術が磨きたかったわね……,I really wanted to polish up my singing technique...
いい？　今度はちゃんと約束を守るのよ？,"Listen. You better make sure to keep your promise
next time, okay?"
思うような成果は出なかったわ……,Things didn't go the way I expected...
でも、これを次につなげていくわ！,But I'll be sure to get it right next time!
トップを目指すには、ダンスの実力がまだまだだわ……,"If I want to aim for the top, I'll need to have better
dancing skills..."
ダンスレッスンをしたいから、\r\n今週付き合って頂戴、プロデューサー！,"I want to have a dance lesson this week, so I'll need
you to come along with me, Producer!"
ふぅ、いい汗をかいたわね,"Phew, I worked up a good sweat."
ダンスのキレが良くなった気がするの\r\nありがとう、プロデューサー,"I noticed my steps have gotten much sharper.
Thank you, Producer."
ダンスで確認したいところがあったのだけど……,"There were parts in the dances that I really
wanted to go over."
次は約束を忘れないで頂戴,Please don't forget your promise next time.
アイドルとして\r\n自分をより美しく見せることも大事だと思うの,"Showing off your good points is one of the most
important parts of being an idol, in my opinion."
今週はビジュアルレッスンを\r\nしたいのだけど、いいかしら？,"I wanted to have a visual lesson this week.
Is that alright with you?"
ねぇ、プロデューサー。私をよく見て頂戴,"Hey, Producer. Take a good look."
また一段と美しくなれたでしょう？\r\nこれもプロデューサーのお陰よ,"Don't I look even prettier now?
It's thanks to you, of course."
もう！　次の仕事に備えてポーズとか研究したかったのに！,"Honestly! Even though I wanted to research a pose
for my next job!"
次は必ず約束を守りなさい！,You better keep your promise next time!
適度な休息も、トレーニングのうちだと思うわ,"It's important to rest in moderation when doing
a lot of training."
今週はお休みをもらってもいいかしら？,Would it be alright if I took this week off?
ゆっくり休んで、リフレッシュできたわ,I feel refreshed now that I took it easy this week.
また頑張るわよ！,Now it's back to work!
ここで身体を休めるはずだったのに……,I was supposed to give my body a break this week...
約束を守ってもらわないと、予定も組めないわ\r\n今度からはちゃんと守るのよ？,"If you don't keep your promises, I can't make proper
plans. Make sure you keep your promise next time,
okay?"
一週間後はボーカルレッスンをしましょう！,Let's have a vocal lesson a week from now!
ダンスレッスンをしたいから、\r\n一週間後付き合って頂戴、プロデューサー！,"I want to have a dance lesson next week, so I'll need
you to come along with me, Producer!"
一週間後はビジュアルレッスンを\r\nしたいのだけど、いいかしら？,"I wanted to have a visual lesson next week.
Is that alright with you?"
一週間後はお休みをもらってもいいかしら？,Would it be alright if I took next week off?
二週間後はボーカルレッスンをしましょう！,Let's have a vocal lesson two weeks from now!
ダンスレッスンをしたいから、\r\n二週間後付き合って頂戴、プロデューサー！,"I want to have a dance lesson two weeks from now,
so I'll need you to come along with me, Producer!"
二週間後はビジュアルレッスンを\r\nしたいのだけど、いいかしら？,"I wanted to have a visual lesson two weeks from
now. Is that alright with you?"
二週間後はお休みをもらってもいいかしら？,Would it be alright if I took the week after next off?
甘奈ね、自分の歌い方で\r\n少し気になってるところがあるんだよね,"I'm uh, a little bit concerned about the way that I sing."
今週にボーカルレッスン、頼んでいいかな,"Would it be alright to ask for a vocal lesson this
week?"
さっすがプロデューサーさん！\r\n話が分かるー☆,That's my Producer-san! You totally get it☆
そっかー。それじゃしょうがないよねー…\r\n無理言っちゃって、ごめんね！,"Gotcha── Can't be helped then...
Sorry for asking something unreasonable!"
今日のレッスンで\r\nどうやって歌ったらいいかよくわかったよ,"I was able to figure out a good way to sing in
today's lesson."
ありがとねっ、プロデューサーさん,"Hey thanks, Producer-san."
やっぱり自主レッスンだと、\r\n気になるところは解決できないなぁ,"As I figured, I wasn't able to fix it through
independent study."
次はしっかり約束守ってね\r\nプロデューサーさん,"Make sure to keep your promise next time,
Producer-san."
ごめんね、プロデューサーさん\r\n無理を聞いてくれたのに……,"Sorry, Producer-san. It was an impossible request..."
次は応えられるようにがんばるからね！,I'll do my best to meet your expectations next time!
プロデューサーさん\r\nどうしてもできないステップがあってね,"Producer-san, I can't figure out this step no matter
what I do."
今週にダンスレッスンお願いできる？,Could I request a dance lesson this week?
バッチリ、キレのあるステップが\r\nできるようになったんだ☆,"Right on, I was totally able to do that step☆"
甘奈、ダンスちょっと上手になったかも\r\nプロデューサーさん、ありがと,"I might be a little bit better at dancing now.
Producer-san, thanks."
自分で練習もしてみたけど……\r\n鏡とか見てもっとチェックしたかったなー,"I practice by myself but...
I wanted to check in the mirror more──"
次は予定、\r\nしっかり覚えててくれると嬉しいな,"Next time, I'd be happy if you remembered well."
甘奈、この前雑誌読んでて、ちょーかわいー\r\nメイク思いついちゃったんだ！,"I was reading a magazine earlier and came up with
a cute makeup idea!"
試してみたいから\r\n今週にビジュアルレッスンお願いしたいな,"Since I wanted to try it, could I ask for a visual
lesson this week?"
思いついたメイクを試してみたらね\r\nスゴくいい感じだったんだよね！,"I tried the makeup I just came up with.
It turned out amazing!"
今度プロデューサーさんにも見てもらいたいな\r\n約束守ってくれて、ありがとねっ,"I want you to see it next time.
Thanks for keeping your promise."
うーん、あのメイク\r\nどうやったらモノにできたのかな～,"Hmmm, how was I going to do that makeup again～"
ちょっと残念だったかな～,That's kind of a bummer～
プロデューサーさん！\r\nどーしても外せない用事が出来ちゃって……,"Producer-san! There's something I have to take care
of that I can't get out of."
今週ってお休みもらえたりするかな,Would it be okay for me to take a break this week?
お休みもらえたおかげで、\r\nしっかりと予定が守れたよー,"Thanks to the break, I was able to keep my
promises──"
お陰で甘奈、頑張れるっ！\r\nありがとー☆,"Because of you, I can do my best! Thanks☆"
お仕事だもん、仕方ないよね……,"Since it's work, it can't be helped..."
でも次はよろしくね\r\nプロデューサーさん,"But please help me out next time, Producer-san."
一週間後にボーカルレッスン、頼んでいいかな,"Would it be alright to ask for a vocal lesson
next week?"
一週間後にダンスレッスンお願いできる？,Could I request a dance lesson next week?
試してみたいから\r\n一週間後にビジュアルレッスンお願いしたいな,"Since I wanted to try it, could I ask for a visual
lesson next week?"
一週間後ってお休みもらえたりするかな,"Would it be okay for me to take a break next
week?"
二週間後にボーカルレッスン、頼んでいいかな,"Would it be alright to ask for a vocal lesson in
two weeks?"
二週間後にダンスレッスンお願いできる？,Could I request a dance lesson in two weeks?
試してみたいから\r\n二週間後にビジュアルレッスンお願いしたいな,"Since I wanted to try it, could I ask for a visual
lesson in two weeks?"
二週間後ってお休みもらえたりするかな,"Would it be okay for me to take a break in two
weeks?"
あーあーあーあーあー♪\r\n声……出てます？,"Ah-ah-ah-ah-ah～♪
Do I... have the right pitch?"
私、もうちょっと練習したくて……\r\n今週にボーカルレッスンを入れていただけませんか？,"I would like to practice a bit more...
Could you schedule a vocal lesson for this week?"
わぁ、ありがとうございます♪\r\nプロデューサーさん,"Yay, thank you very much, Producer-san♪"
まあ、そうなんですね……、いえ\r\n私が急に言い出したことですから、お気になさらず,"Oh, is that so... No, don't worry about it.
It was a sudden request after all."
あーあーあーあーあー♪\r\nうん、ばっちりです～,"Ah-ah-ah-ah-ah～♪
Nice, that was perfect～"
プロデューサーさん、レッスンを入れてくださって\r\nありがとうございました♪,"Producer-san, thank you for scheduling the lesson."
あら？　今日はボーカルレッスンの日……？,"Oh my, didn't I have a vocal lesson today...?"
ふふ、プロデューサーさんだって忘れることもありますよね\r\nじゃあ、河原で歌ってきましょう♪,"Fufu, sometimes even you forget things.
Well then, I'll just go to the riverside and practice♪"
あら、せっかくプロデューサーさんに\r\nスケジュール合わせてもらったのに……,"Oh, you scheduled a lesson for me, but..."
ごめんなさい、プロデューサーさん\r\n私、今度はもっと頑張りますね？,"Sorry, Producer-san. I'll do better next time!"
えいっ、……きゃっ！\r\nなかなか、身体が上手く動かないんです……,"Hup ...Kya!
I can't move my body as well as I want to..."
私が足を引っ張るわけにはいかないですから\r\n今週にダンスレッスンをさせてもらえませんか？,"I cannot drag others down like this.
Could I have a dance lesson this week?"
ふうっ……あ、プロデューサーさん！\r\nレッスン、すごく調子いいんですよ,"Phew... Oh, Producer-san!
The lesson went really well!"
プロデューサーさんが、\r\nスケジュール調整してくれたおかげですね,And it's all because you scheduled it for me.
あらら、今日はダンスレッスンがないんですか？,"My my, so we aren't having a dance lesson today?"
……いえ、気にしないでください、プロデューサーさん\r\nかわりに他のお稽古ができますし……ね？,"...No, don't worry about it, Producer-san.
I can work on other things today instead, right?"
きれいなお化粧って、\r\nすごく繊細な技術に支えられているんですよね,Pretty makeup is supported by very fine techniques.
私、とっても興味があって……ビジュアルレッスンを\r\nしてみたいんですが、今週にどうでしょうか？,"I'm very interested in that...
Is it possible to have a visual lesson this week?"
ふふ、お化粧ってとっても奥深いんですね,"Fufu, makeup has a profound depth to it."
これで少しは綺麗になれちゃうかも……なんて,I can be a bit prettier... maybe.
プロデューサーさん、\r\n今日何かお約束してませんでした？,"Producer-san, didn't we have plans for today?"
ふふ……思い出してくれました？\r\nじゃあ、もう忘れないように指切りしましょう,"Fufu... Do you remember now?
Then let's pinky swear so that you don't forget
again."
お休みなんて、言い出せる立場ではないんですけど……,I know I shouldn't be asking for such things...
もし、スケジュールに余裕があれば、\r\n今週に休ませていただいてもいいですか？,"But if the schedule allows it, could I take a break
this week?"
久しぶりに雑貨屋巡りができました～\r\nプロデューサーさんのおかげです,"I had a great time looking around in the sundry shop～
It's all thanks to you, Producer-san."
いろんな材料も仕入れたんですよ\r\n次の衣装にも使っちゃおうかな♪,"I bought a lot of materials, too.
Maybe I could use it for my next costume♪"
私、もうちょっと練習したくて……\r\n一週間後にボーカルレッスンを入れていただけませんか？,"I want to practice a bit more...
Could you schedule a vocal lesson next week?"
私が足を引っ張るわけにはいかないですから\r\n一週間後にダンスレッスンをさせてもらえませんか？,"I cannot drag others down like this.
Could I have a dance lesson next week?"
私、とっても興味があって……ビジュアルレッスンを\r\nしてみたいんですが、一週間後にどうでしょうか？,"I'm very interested in that...
Is it possible to have a visual lesson next week?"
もし、スケジュールに余裕があれば、\r\n一週間後に休ませていただいてもいいですか？,"But if the schedule allows it, could I take a break
next week?"
私、もうちょっと練習したくて……\r\n二週間後にボーカルレッスンを入れていただけませんか？,"I want to practice a bit more...
Could you schedule a vocal lesson in two weeks?"
私が足を引っ張るわけにはいかないですから\r\n二週間後にダンスレッスンをさせてもらえませんか？,"I cannot drag others down like this.
Could I have a dance lesson in two weeks?"
私、とっても興味があって……ビジュアルレッスンを\r\nしてみたいんですが、二週間後にどうでしょうか？,"I'm very interested in that...
Is it possible to have a visual lesson in two weeks?"
もし、スケジュールに余裕があれば、\r\n二週間後に休ませていただいてもいいですか？,"But if the schedule allows it, could I take a break
in two weeks?"
いえ、勝手なことを言ってごめんなさい……,"It's nothing, sorry for saying such a selfish thing..."
ちょっと残念ですけど、\r\nまた余裕のある時にお休み取らせてください♪,"It's a bit unfortunate but...
I'll take a break when it's more convenient♪"
#REF!,#REF!
初心者ミッションを進めて報酬を受け取ってくださいね〜,"Progress through your
Beginner Missions
and gain rewards～"
ミッションを進めて『W.I.N.G.』優勝を目指しましょう〜,"Let's progress these
missions and aim for a
W.I.N.G. victory～"
"W.I.N.G.攻略ミッションをすべて達成すると
編成強化の役に立つガシャチケットを10枚獲得！","Completing all of the W.I.N.G. Missions
will reward you with a 10x Gacha Ticket 
to strengthen your units!"
いいよ,Sure.
ごめん,Sorry.
#REF!,#REF!
#REF!,#REF!
#REF!,#REF!
#REF!,#REF!
はあ……思いっきり歌ったわね,はあ……思いっきり歌ったわね
おかげでいい歌が届けられそう,おかげでいい歌が届けられそう
おめでとうございます。ランクアップです\nまたひとつ、夢に近づきましたね！,"Congratulations, you moved up a rank!
You're one step closer to reaching your dream!"
プロデューサーさん、シーズン終了です！\nその見事な手腕、来シーズンも見せてくださいね！,"Producer-san, the season is over!
Please continue to show your amazing skills next
season!"
シーズン終了です。残念ながら目標には届きませんでした\nやはり、壁は厚いですね……,"The season is over. Unfortunately we didn't meet our
goal. As expected, it's a steep hill to climb..."
それから今週は……\nもうひとつ、大事なお知らせがあるんです,"As for this week...
There's one more important announcement."
なんと……「W.I.N.G.」出場が決まりました\nやりましたね。プロデューサーさん！,"Oh...! The entrants for W.I.N.G. have been decided.
You really did it, Producer-san!"
本当に残念ですが、先程、連絡があり、\n「W.I.N.G.」への参加はできないと伝えられました,"I'm really sorry but, I was just contacted,
and we won't be able to participate in W.I.N.G."
やりましたね。白熱した戦いでした\n特に彼女のパフォーマンスは圧巻でしたよ！,"You've done it! That was quite a heated battle.
Especially her performance, it was breathtaking!"
……さすがに、強豪ぞろいでしたね\n『W.I.N.G.』、本当にお疲れ様でした,"...There were many strong contenders as expected.
Thank you for your hard work in W.I.N.G."
『W.I.N.G.』優勝です。おめでとうございます！\nプロデューサーさんなら成し遂げるって信じていましたよ！,"Congratulations on winning W.I.N.G.!
I believed you could pull it off all along!"
プロデューサーさん、シーズン１が終了しましたよ\n次のシーズンも一緒に頑張りましょう～,"Producer-san, Season 1 has ended!
Let's do our best in the next season together～"
プロデューサーさん、シーズン２が終了しましたよ\nみなさんと一緒に\nリハーサルも頑張ってくださいね～,"Producer-san, Season 2 has ended.
Let's do our best at the Rehearsal
alongside everyone, okay～?"
プロデューサーさん、シーズン２が終了しましたよ\nみなさんと一緒に、リハーサルも頑張ってくださいね～,"Producer-san, Season 2 has ended.
Let's do our best at the Rehearsal
alongside everyone, okay～?"
プロデューサーさん、シーズン３が終了しましたよ\n最後のシーズンも応援していますからね～,"Producer-san, Season 3 has ended!
I'll be cheering for you in the final season as well～"
シーズン４が終了しました\nいよいよ感謝祭ですね……楽しみにしています～♪,"Season 4 has ended.
Fan Fest is finally here... I'm looking forward to it～♪"
プロデューサーさん、シーズン１が終了しました\n次も一緒に頑張りましょう～,"Producer-san, Season 1 has ended!
Let's do our best in the next season together～"
プロデューサーさん、シーズン２が終了しました\n次は予選です。頑張ってくださいね～,"Producer-san, Season 2 has ended.
The prelims are up next. Let's do our best～"
おめでとうございます♪\n『G.R.A.D.』本選の出場が決定いたしました,"Congratulations♪
We've been selected for the finals of G.R.A.D.!"
本選までまだ時間がありますので\nしっかり準備してくださいね～,"There's still plenty of time until the finals, so let's 
make sure we're fully prepared～"
お疲れ様でした\n結果は残念でしたが……まだ諦めないでくださいね～,"Good work out there.
Even if the result was disappointing...
Please do not give up just yet～"
敗者復活戦の出場が決定しました\nここで勝てば、本選のステージに立つことができますよ～,"We've been selected to participate in the losers' bracket.
If we win here, we will be able to take part in the finals～"
プロデューサーさん、一緒に頑張りましょう～,"Let's work hard together, Producer-san～"
プロデューサーさん、シーズン３が終了しました\n次が最後のシーズンですよ～,"Producer-san, Season 3 has ended.
Next up is the final season～"
シーズン４まで終了しました\nいよいよですね～。私もドキドキしてきました,"Season 4 has ended.
It's really happening～. I'm so excited～"
プロデューサーさん、シーズン１が終了しました\n次のシーズンも頑張っていきましょうね～,"Producer-san, Season 1 has ended!
Let's do our best in the next season～"
プロデューサーさん、シーズン２が終了しました\n次はどの曲を練習しましょうか？　頑張りましょうね～,"Producer-san, Season 2 has ended. Which song should 
we practice next? Let's do our best～"
プロデューサーさん、シーズン３が終了しました\nライブの準備もラストスパートです。応援していますよ～,"Producer-san, Season 3 has ended. Preparations for 
the live show are now in the final stretch. 
We're rooting for you～"
シーズン４まで終了しました。ついにライブ本番です～\n練習の成果、存分に発揮してくださいね♪,"Season 4 has ended. It's finally time for the live 
performance～ Please show off the results of 
your practice♪"
プロデューサーさん、シーズン１が終了しました\n次も頑張っていきましょう～,"Producer-san, Season 1 has ended!
Let's do our best next season as well～"
プロデューサーさん、シーズン２が終了しました\n調子はいかがですか？　一緒に頑張りましょう～,"Producer-san, Season 2 has ended!
How is it going? Let's do our best together～"
プロデューサーさん、シーズン３が終了しました\n本番まであと少しです。しっかり準備してくださいね～,"Producer-san, Season 3 has ended!
There's not much time left until the big show.
Let's make sure we're well prepared～"
シーズン４まで終了しました。いよいよ本番です……\n頑張ってくださいね～♪,"Season 4 has ended. It's time for the real thing...
Good luck～♪"
いよいよですね～。私もドキドキしてきました,It's finally here～ I'm also getting excited.
プロデュースお疲れ様でした\nこの後は、フェスへ参加してみましょう！,"You did a great job producing!
Now, why don't you try participating in Fes!"
プライベートの様子,Private Life
レッスンの様子,Lessons
仕事の様子,Work
いい記事を書いてもらえそうだ！\nこれでお願いしようかな？,"I think this would be a good article!
Should I request this?"
たぶん大丈夫だろう\nこれでお願いしようかな？,"That's probably okay.
Should I request this?"
ちょっと心配だけど……\nこれでお願いしようかな？,"I'm a little worried...
Should I request this?"
いい声ですね\n染み渡ります,"Nice voice
It stands out!"
いいねえ\nキレがあるよ,"Very nice～
You're on point!"
いいわよ……\n正にアイドル！,"Great...!
A natural idol!"
合格者、おめでとう\nああ、他の子たちはもう帰っていいわよ,"Congratulations to those who passed.
Oh, the others can go home now."
合格の人、おめでとう！\n他の子たちは、帰っていいよ。おつかれー,"Congrats to the ones who passed.
The rest may go home now. Good jobー"
合格者の方、おめでとうございます\nそれ以外の方、お疲れさまでした,"Those who passed, congratulations.
To everyone else, thank you very much."
それでは発表します\n今回の合格者は──,"Time for the announcement.
Those who passed are─"
合格者の方、おめでとうございます！\n本番まで、しばらくお待ちください,"Congratulations victors!
Please look forward to the live."
う～ん、みんなビシッとキマってたが\n今回合格したのは──,"Mhm, everyone dressed sharp.
This time's victors were─"
合格した人、おめでとう！\nよかったよ。本番もその調子でやっちゃって！,"Congratulations victors!
Bring that energy to the live!"
うふふっ、どの子も可愛かったけど……\n今回の合格者は──,"Hoo, the entries this time were very cute...
However, it's time to announce who passed──"
合格の子、素敵だったわよ\nアタシ、気にいっちゃった。どんどん活躍してってね,"Those who passed did an amazing job. I was
delighted by your performances. Keep on soaring!"
お待たせしました。審査が終了しましたので、\n『W.I.N.G.』準決勝の結果発表をさせていただきます,"Thanks for waiting. Here are the results of
the W.I.N.G. semifinals."
準決勝合格者の皆さま、おめでとうございます\n次は決勝です。ぜひ、今までで最高の姿を見せてください,"Congratulations to all those who passed the semis.
The finals are next, please show us your
best performance ever."
準決勝合格者の皆さま、おめでとうございます\n今、呼ばれなかった方は、ここで脱落となります,"Congratulations to all those who passed the semis. 
Anyone who wasn't called just now is hereby
eliminated from the competition."
優勝者の方、おめでとうございます！\n皆さんに姿を見せてください。ここがアイドルの頂点です！,"Congratulations, you're the victor!
Take a look everyone, this is the Top Idol!"
